Date,Case,Category,Incident,Location,Synopsis,Disposition
"6/22/19 22:42","19-01646","DRIVING UNDER THE INFLUENCE","DRIVING W/BAC MORE THAN 0.08%","STADIUM PARKING STRUCTURE","OCCURED: 06/22/19 2311 LEWERENZ, DAVID (MW-27-O) ARRESTED FOR DRIVING WITH A BAC OVER 0.08%, STADIUM PARKING STRUCTURE. TO BPD JAIL. WHITE 2016 CHEVY COLORADO, 27853YI TOWED TO HUSTEADS TOW.","CLOSED BY ARREST"
"6/22/19 23:00","","OUTSIDE ASSIST","OUTSDE ASSIST BPD COVER","DURANT/TELEGRAPH","","CLOSED"
"6/22/19 23:12","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","555 OHLONE AVE","","CLOSED BY CITATION"
"6/22/19 23:33","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","RIDGE LOT","","CLOSED"
"6/23/19 1:10","19-01647","ALL OTHER OFFENSES","WARRANT ARREST","MAX MARTINEZ","JOHNSON,CHRISTOPHER (MB-59-O) ARRESTED FOR A $5,000 MISDEMEANOR WARRANT OUT OF BERKELEY PD, BRINGING A CONTROLLED SUBSTANCE INTO A JAIL AND VIOLATION OF PROBATION, 2420 BOWDITCH ST. TOT BPD JAIL","CLOSED BY ARREST"
"6/23/19 2:18","","ALL OTHER OFFENSES","DISTURBING THE PEACE","UPPER SPROUL PLAZA","","CLOSED"
"6/23/19 6:24","19-01648","SUSPICIOUS EVENT","SUSPICIOUS PERSON","UVA-121","OCCD 6/23/2019 0624 (MB-31-S) CONTACTED AS A SUSPICIOUS PERSON, PROVES OK, 755 OHLONE.","UNDER INVESTIGATION"
"6/23/19 9:26","19-01649","ALL OTHER OFFENSES","EXCLUSION FROM CAMPUS","LITTLE LEAGUE FIELD","OCCD 6/23/2019 0957 BUSTAMANTE, LUIS (MH-66-O) ARRESTED FOR VIOLATION OF A 7 DAY EXCLUSION ORDER, UVA LITTLE LEAGUE FIELD TO BPD JAIL.","CLOSED BY ARREST"
"6/23/19 9:30","","PEDESTRIAN STOP","PEDESTRIAN STOP","SOUTH HALL","","FIELD IDENTIFICATION CARD"
"6/23/19 10:34","19-01651","BURGLARY","BURGLARY -REPORT","RFS-128","OCCD 06/23/2019 0900-1030 (MUA-E) REPORTS BURGLARY VIA DOOR PUSH, RFS-128. UNKNOWN LOSS.","UNDER INVESTIGATION"
"6/23/19 10:32","19-01650","LARCENY/THEFT","AUTO BURGLARY -REPORT","LBNL GUEST HOUSE","OCCD 6/21/2019 2200-6/23/2019 1025 (FW-33-O) REPORTS AUTO BURGLARY VIA WINDOW SMASH, LBNL GUEST HOUSE. NO LOSS.","UNDER INVESTIGATION"
"6/23/19 13:10","","ALL OTHER OFFENSES","DISTURBING THE PEACE","UNIT-2","","CLOSED"
"6/23/19 13:22","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","435 GOODING WAY","","CLOSED"
"6/23/19 13:50","","WELFARE CHECK","WELFARE CHECK","PEOPLES PARK","","CLOSED"
"6/23/19 14:24","","","OUTSIDE ASSIST - UCSF","747 52ND ST","","CLOSED"
"6/23/19 15:52","","TRAFFIC STOP","TRAFFIC STOP","BAN IFO ESCH","","CLOSED BY CITATION"
"6/23/19 16:08","","PEDESTRIAN STOP","PEDESTRIAN STOP","ASUC GARAGE","","FIELD IDENTIFICATION CARD"
"6/23/19 16:16","","TRAFFIC STOP","TRAFFIC STOP","DUR TANG","","WARNING ISSUED"
"6/23/19 16:31","","TRAFFIC STOP","TRAFFIC STOP","HASTE/DANA","","WARNING ISSUED"
"6/23/19 16:36","","TRAFFIC STOP","TRAFFIC STOP","CHANNING DANA","","CLOSED BY CITATION"
"6/23/19 16:35","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LAWRENCE HALL OF SCIENCE","","CLOSED"
"6/23/19 16:52","","TRAFFIC STOP","TRAFFIC STOP","DANA HASTE","","CLOSED BY CITATION"
"6/23/19 17:21","","TRAFFIC STOP","TRAFFIC STOP","SHATTUCK/KITT","","WARNING ISSUED"
"6/23/19 18:27","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","SUTARDJA DAI HALL","","CLOSED"
"6/23/19 18:35","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","747 RED OAK AVE","","CLOSED"
"6/23/19 19:06","","ALL OTHER OFFENSES","DISTURBING THE PEACE","PEOPLES PARK","","CLOSED"
"6/23/19 19:23","","MISC. SERVICE","CIVIL ADVICE","REC SPRT FAC","","CLOSED"
"6/23/19 19:26","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","CORY HALL","","CLOSED"
"6/23/19 20:02","19-01652","VANDALISM","MALICIOUS MISCHIEF - REPORT","MLK","VANDALISM TO DISPALY CASE WINDOW WEST SIDE MLK AND TAMPERING WITH FIRE EXQUIPMENT, MLK SUSPECT: (MW-46-O) ISSUED 7 DAY STAY AWAY ORDER FROM ALL UC PROPERTY","UNDER INVESTIGATION"
"6/23/19 21:49","","MISC. SERVICE","MISC SERVICE MOTORIST","OXFORD/CENTER","","CLOSED"
"6/23/19 22:18","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","605 OHLONE AVE","","CLOSED BY CITATION"
"6/23/19 22:35","","DISORDERLY CONDUCT","LODGING","ASUC GARAGE","","CLOSED"
"6/23/19 22:43","","DISORDERLY CONDUCT","LODGING","UNIT-1","","WARNING ISSUED"
"6/23/19 23:56","","DISORDERLY CONDUCT","LODGING","GENETICS & PLANT BIOLOGY","","WARNING ISSUED"
"6/24/19 0:36","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","SIGNPOST-20","","WARNING ISSUED"
"6/24/19 0:43","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","SIGNPOST-16","","CLOSED"
"6/24/19 0:56","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","LHS VISTA LOT","","WARNING ISSUED"
"6/24/19 3:48","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","CLARK KERR CAMPUS","","CLOSED"
"6/24/19 3:53","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","CKC-25","","CLOSED"
"6/24/19 7:53","","DISORDERLY CONDUCT","LODGING","1951 OXFORD LOT","","CLOSED"
"6/24/19 8:01","","TRAFFIC STOP","TRAFFIC STOP","BANCROFT/ESHLEMAN HALL","","CLOSED BY CITATION"
"6/24/19 9:00","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","UVA-138","","CLOSED"
"6/24/19 9:06","","ALARM","AUTO ALARM","UNIVERSITY VILLAGE ALBANY","","CLOSED"
"6/24/19 9:32","19-01653","MISC. SERVICE","FOUND PROPERTY","ESHLEMAN HALL","OCCD 06/24/2019 0932 HRS FOUND STEAK KNIFE, ESHLEMAN HALL. TAKEN TO UCPD FOR DESTRUCTION.","UNDER INVESTIGATION"
"6/24/19 9:50","","LARCENY/THEFT","PETTY THEFT -BIKE REPORT","REC SPRT FAC","","CLOSED"
"6/24/19 10:15","","PEDESTRIAN STOP","PEDESTRIAN STOP","S/W CORNER PEOPLES PARK","","FIELD IDENTIFICATION CARD"
"6/24/19 10:57","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE - REPORT","DWINELLE HALL","","CLOSED"
"6/24/19 11:18","","ALL OTHER OFFENSES","RULE VIOLATION","WHEELER HALL","","CLOSED"
"6/24/19 12:04","","TRAFFIC STOP","TRAFFIC STOP","BANCROFT/BARROWS","","WARNING ISSUED"
"6/24/19 12:13","","TRAFFIC STOP","TRAFFIC STOP","DURANT/TELEGRAPH","","CLOSED BY CITATION"
"6/24/19 12:19","19-01654","MISC. SERVICE","FOUND PROPERTY","DWIGHT IFO PEOPLE PARK","OCCURRED: 06/24/19 1219 HOURS FOUND GREEN BIANCHI BICYCLE, DWIGHT IFO PEOPLE`S PARK. TO UCPD FOR SAFEKEEPING","UNDER INVESTIGATION"
"6/24/19 12:18","19-01655","LARCENY/THEFT","PETTY THEFT -BIKE REPORT","REC SPRT FAC","OCCD 06/24/2019 0948 HRS (MA-35-O) REPORTS THE THEFT OF HIS DARK BLUE LINUS MENS BICYCLE WITH A CHROME METAL BASKET, HORN AND LIGHT BRO LEATHER SADDLE. LOSS $800.","UNDER INVESTIGATION"
"6/24/19 12:20","","TRAFFIC STOP","TRAFFIC STOP","DWI TELE","","WARNING ISSUED"
"6/24/19 12:53","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","DONNER LAB","","CLOSED"
"6/24/19 13:23","","PEDESTRIAN STOP","PEDESTRIAN STOP","CESAR CAHVEZ BREEZEWAY","","FIELD IDENTIFICATION CARD"
"6/24/19 13:41","","PEDESTRIAN STOP","PEDESTRIAN STOP","DWINELLE","","CANCELLED"
"6/24/19 13:41","","PEDESTRIAN STOP","SUSPECT STOP","DWINELLE HALL","","CLOSED"
"6/24/19 14:37","19-01656","MISC. SERVICE","CIVIL ADVICE","CAMPUS","OCCURRED: 2014-2018 (FW-27-E) GIVEN CIVIL ADVICE REGARDING FAEBOOK POSTING","UNDER INVESTIGATION"
"6/24/19 15:06","19-01657","FORGERY AND COUNTERFEITING","FRAUDULENT USE OF CREDIT CARD","EAST ASIAN LIBRARY","OCCD 06/17/2019 1200 HRS (FO-A-E) REPORTS FRAUDULENT USE OF HER UC BLU CARD, EAST ASIAN LIBRARY. NO LOSS.","UNDER INVESTIGATION"
"6/24/19 16:18","19-01658","ANIMAL CASE","ANIMAL BITE","UNIVERSITY VILLAGE ALBANY","OCCURRED: 1533 HOURS (FH-45-E) VICTIM OF DOG BITE, IFO UVA-154, APT 301. VICTIM WILL SEEK OWN MEDIAL TREATMENT.","UNDER INVESTIGATION"
"6/24/19 16:29","19-01659","DISORDERLY CONDUCT","LODGING","UVA-119","OCC: 06/11/19 - 06/24/19 (FWA-E) REPORTS ILLEGAL LODGING, UVA-119, APT 416","UNDER INVESTIGATION"
"6/24/19 16:37","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","ANNA HEAD BLDG C","","CLOSED"
"6/24/19 16:47","19-01660","MISC. SERVICE","CIVIL ADVICE","CAMPUS","OCCD 06/24/2019 1647 HRS (FW-43-O) PROVIDED CIVIL ADVICE REGARDING HER HUSBAND LEAVING WITH THEIR CHILDREN, ORANGE COUNTY.","UNDER INVESTIGATION"
"6/24/19 17:17","","PEDESTRIAN STOP","PEDESTRIAN STOP","LBNL BLACKBERRY GATE","","FIELD IDENTIFICATION CARD"
"6/24/19 17:28","","BIKE STOP","BIKE STOP","HIGHLAND PLACE/RIDGE","","CLOSED BY CITATION"
"6/24/19 18:08","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","2120 OXFORD","","FIELD IDENTIFICATION CARD"
"6/24/19 18:24","19-01661","ALL OTHER OFFENSES","EXCLUSION FROM CAMPUS","MLK","OCCURRED: 06/24/19 1847 HOURS FALLIAS, DELVYN (MW-46-O) ARRESTED FOR VIOLATION OF CAMPUS EXCLUSION ORDER, MLK. TO BPD JAIL.","CLOSED BY ARREST"
"6/24/19 18:40","","TRAFFIC","ACCIDENT / UNKNOWN INJURIES","SP-18","","CLOSED"
"6/24/19 19:18","","TRAFFIC STOP","TRAFFIC STOP","PIEDMONT HASTE","","WARNING ISSUED"
"6/24/19 19:45","","WELFARE CHECK","CHECK WELFARE- 911 CALL","660 KINKEAD WAY","","CLOSED"
"6/24/19 21:14","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","KROEBER PLAZA","","CLOSED"
"6/24/19 21:29","","WELFARE CHECK","CHECK WELFARE- 911 CALL","UNIT-1 CHRISTIAN","","CLOSED"
"6/24/19 21:52","","OUTSIDE ASSIST","OUTSDE ASSIST BPD COVER","BANCROFT DANA","","CLOSED"
"6/24/19 22:24","19-01662","MEDICAL EVENT","INJURY OR ILLNESS","REC SPRT FAC","(FZ-29-S) VICTIM OF INJURY, RSF. BFD RESPONDED VICTIM REFUSED TRANSPORT","CLOSED"
"6/24/19 23:10","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","UNDERHILL LOT","","CLOSED"
"6/24/19 23:27","","PEDESTRIAN STOP","SUSPECT STOP","MEMORIAL STADIUM","","CLOSED"
"6/24/19 23:39","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","RICHMOND FIELD STATION","","CLOSED"
"6/24/19 23:41","","MISC. SERVICE","PROPERTY DAMAGE","PEOPLES PARK","","CLOSED"
"6/25/19 0:04","19-01663","ALL OTHER OFFENSES","DISTURBING THE PEACE","UNIT-2 LOADING DOCK","OCC 06/25/2019 0019 PIRAINO, MATTHEW (MW-45-O) ARRESTED FOR BEING UNDER THE INFLUENCE OF A CONTROLLED SUBSTANCE, VIOLATION OF A COURT ORDER, VIOLATION OF PROBATION, POSSESSION OF PARAPHRENALIA, UNIT-2 LOADING DOCK. TOT SANTA RITA JAIL","CLOSED BY ARREST"
"6/25/19 0:29","19-01665","VANDALISM","FELONY VANDALISM - OVER $1000","MLK","OCC 06/25/2019 0029 VANDALISM VIA MULTI COLORED SPRAY PAINT TO MULITPLE STAIRWELLS, MLK. LOSS OF $1,000","UNDER INVESTIGATION"
"6/25/19 0:51","","","OUTSIDE ASSIST - UCSF","MLK","","CLOSED"
"6/25/19 1:54","","ALL OTHER OFFENSES","DISTURBING THE PEACE","LHS VISTA LOT","","CLOSED"
"6/25/19 2:34","19-01664","DRUG VIOLATIONS","UNDER INFLU CONTROLLED SUBST","UNIT-1","MURPHY, IAN K (MW-27-O) ARRESTED FOR BEING UNDER THE INFLUENCE OF A CONTROLLED SUBSTANCE, UNIT-1. TOT BPD JAIL","CLOSED BY ARREST"
"6/25/19 3:27","","DISORDERLY CONDUCT","LODGING","GPB GARAGE","","CLOSED"
"6/25/19 5:39","","DISORDERLY CONDUCT","LODGING","ASUC GARAGE","","CLOSED"
"6/25/19 5:51","19-01666","LARCENY/THEFT","GRAND THEFT -ATTEMPT","GPB GARAGE","OCC 06/25/2019 0554 (FA-54-E) REPORTS ATTEMPTED GRAND THEFT FROM HER WHITE 2016 GMC DENALI, 7SNL394. GPB GARAGE. NO LOSS","UNDER INVESTIGATION"
"6/25/19 7:38","","HAZARD","HAZARDOUS CONDITION","MINOR HALL","","CLOSED"
"6/25/19 8:07","19-01668","LARCENY/THEFT","GRAND THEFT -BIKE REPORT","UNIVERSITY HALL","***CASE CANCELLED***","UNDER INVESTIGATION"
"6/25/19 8:30","","MISC. SERVICE","FURNISH TRANSPORT","BOALT LOT","","CLOSED"
"6/25/19 8:45","19-01669","BURGLARY","BURGLARY","2535 CHANNING WAY","OCCD 06/25/2019, 0901 COEN, WESTON (MW-28-O) ARRESTED FOR BURGLARY, VIOLATION OF A COURT ORDER, RESISTING ARREST, AND VIOLATION OF PROBATION, 2535 CHANNING WAY.","CLOSED BY ARREST"
"6/25/19 8:50","19-01670","ALL OTHER OFFENSES","EXCLUSION FROM CAMPUS","ENERGY BIOSCIENCES INSTITUTE","OCCD 06/25/2019, 0850 (MW-35-O) ISSUED A 7 DAY STAY AWAY ORDER FROM ALL UC PROPERTY, EBI.","UNDER INVESTIGATION"
"6/25/19 9:42","","MISC. SERVICE","CIVIL ADVICE","MORRISON HALL","","CLOSED"
"6/25/19 9:54","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","ASUC","","CLOSED"
"6/25/19 10:35","","WELFARE CHECK","CHECK WELFARE- 911 CALL","2520 CHANNING WAY","","CLOSED"
"6/25/19 11:52","19-01671","FORGERY AND COUNTERFEITING","FRAUDULENT USE OF CREDIT CARD","UNIVERSITY VILLAGE ALBANY","OCCD 06/24/2019, 2110-2130 (MA-28-E) REPORTS FRAUDULENT USE OF HIS CREDIT CARD, UVA. LOSS: $4.38.","UNDER INVESTIGATION"
"6/25/19 12:20","","TRAFFIC STOP","TRAFFIC STOP","BANC BOW","","WARNING ISSUED"
"6/25/19 13:25","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LIFE SCIENCE ADDITION","","CLOSED"
"6/25/19 13:41","","SEX OFFENSES","INDECENT EXPOSURE","SATHER GATE","","CLOSED"
"6/25/19 13:40","19-01672","MISC. SERVICE","PROPERTY DAMAGE","MOFFITT LIBRARY","OCCD 06/25/2019, 0745 (MW-43-E) REPORTS PROPERTY DAMAGE TO A UC VEHICLE, MOFFITT LIBRARY.","UNDER INVESTIGATION"
"6/25/19 13:46","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","LOWER SPROUL GARAGE","","CLOSED"
"6/25/19 14:03","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","TANG CENTER","","CLOSED"
"6/25/19 14:19","","WELFARE CHECK","WELFARE CHECK","STADIUM RIMWAY LOT","","CLOSED"
"6/25/19 14:27","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","UNIV HOUSE","","CLOSED"
"6/25/19 15:22","","WELFARE CHECK","WELFARE CHECK","BOALT HALL","","CLOSED"
"6/25/19 15:51","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","BIKE BUREAU","","CLOSED"
"6/25/19 17:02","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","LOWER SPROUL GARAGE","","CLOSED"
"6/25/19 17:26","19-01673","EXPLOSION","BOMB OR OTHER DEVICE","STANLEY HALL","OCCD 06/25/2019, 1726 (FO-26-S) REPORTS SMALL CHEMICAL EXPLOSION, STANLEY HALL. EHS NOTIFIED.","UNDER INVESTIGATION"
"6/25/19 18:29","","TRAFFIC STOP","TRAFFIC STOP","BANC BAR","","CLOSED BY CITATION"
"6/25/19 19:56","19-01674","LARCENY/THEFT","GRAND THEFT -REPORT","REC SPRT FAC","OCC 06/25/2019 1829-1939 (FA-21-S) REPORTS THEFT OF HER GRAY BACK PACK AND CONTENTS INCLUDING A SILVER APPLE MACBOOK PRO ASSORTED ELECTRONICS, RSF. LOSS $1,935","UNDER INVESTIGATION"
"6/25/19 20:48","","MISC. SERVICE","CAMPSITE INVESTIGATION","KROEBER HALL","","CLOSED"
"6/25/19 21:00","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","MLK","","CLOSED"
"6/25/19 21:13","","MISC. SERVICE","CAMPSITE INVESTIGATION","10TH/MONROE","","FIELD IDENTIFICATION CARD"
"6/25/19 21:51","","TRAFFIC STOP","TRAFFIC STOP","UNI/SAC","","CLOSED BY CITATION"
"6/25/19 23:32","","DISORDERLY CONDUCT","LODGING","GRID IRON LOT","","CLOSED"
"6/26/19 2:24","","ALL OTHER OFFENSES","DISTURBING THE PEACE","LHS VISTA LOT","","CLOSED"
"6/26/19 3:20","","MISC. SERVICE","CIVIL ADVICE","FENWICK WEAVERS","","CANCELLED"
"6/26/19 7:21","19-01675","LARCENY/THEFT","PETTY THEFT -REPORT","DWINELLE PLAZA","OCCURRED: 06/26/19 0720-0730 HOURS (MO-55-O) REPORTS THE THEFT OF HIS BLACK BACKPACK AND CONTENTS. LOSS OF $50.00 0720-0730 HOURS","UNDER INVESTIGATION"
"6/26/19 9:16","19-01676","MEDICAL EVENT","INJURY OR ILLNESS","1995 UNIVERSITY AV","OCCURRED: 06/26/19 0916 HOURS (FW-56-E) VICTIM OF ILLNESS, 1995 UNIVERSITY 3RD FLOOR. BFD RESPONDED.","CLOSED"
"6/26/19 9:20","19-01677","TOW","TOW ABANDONED VEHICLE","DWIGHT CHILD CARE","OCCURRED: 06/26/19 0920 HOURS BLUIE 2015 HYUNDAI SONATA TOWED FOR BEING AN ABANDONED VEHICLE, 2427 DWIGHT WAY LOT. TO M&A TOW","UNDER INVESTIGATION"
"6/26/19 10:55","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","DONNER LAB","","CLOSED"
"6/26/19 11:21","","PEDESTRIAN STOP","SUSPECT STOP","DANA DURANT","","FIELD IDENTIFICATION CARD"
"6/26/19 11:34","","SUPPLEMENT","SUPPLEMENT","CALIFORNIA HALL","","UNDER INVESTIGATION"
"6/26/19 12:07","19-01678","DEMONSTRATION","DEMONSTRATION STANDBY","FREE SPEECH CAFE","OCCURRED: 06/26/19 1207 HOURS DEMONSTRATION, FREE SPEECH CAFE","UNDER INVESTIGATION"
"6/26/19 12:41","","PEDESTRIAN STOP","SUSPECT STOP","MILVIA UNIVERSITY","","CLOSED"
"6/26/19 12:42","19-01679","LARCENY/THEFT","PETTY THEFT -REPORT","MCCONE HALL","OCCURRED: 06/26/19 1242 HOURS (MW-18-S) REPORTS THE THEFT OF WALLET AND CONTENTS, MCCONE HALL. LOSS OF $90.00","UNDER INVESTIGATION"
"6/26/19 12:56","","LARCENY/THEFT","PETTY THEFT -REPORT","UNIVERSITY VILLAGE ALBANY","","CLOSED"
"6/26/19 13:26","19-01680","MISC. SERVICE","CIVIL ADVICE","BARROWS HALL","ADVICE GIVEN REGARDING AN ESTRANGED BOYFRIEND","CLOSED"
"6/26/19 13:45","","TRAFFIC STOP","TRAFFIC STOP","HASTE-IFO PARK","","WARNING ISSUED"
"6/26/19 13:47","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LIFE SCIENCE ADDITION","","CLOSED"
"6/26/19 13:52","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","TELE-DWI","","CLOSED"
"6/26/19 14:02","19-01682","LARCENY/THEFT","PETTY THEFT -REPORT","UNIVERSITY VILLAGE ALBANY","OCCD 6/26/2019 1256 (MW-39-O) REPORTS THE THEFT OF HIS CELL PHONE RECOVERED ON SCENE, UVA. NO PROSECUTION SOUGHT. OCCD 6/26/2019 1245 (FH-46-O) REPORTS ROBBERY VIA GRAB, PROPERTY RECOVERED, UVA. NO PROSECUTION SOUGHT.","UNDER INVESTIGATION"
"6/26/19 14:11","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","BANC-BOWD","","WARNING ISSUED"
"6/26/19 14:07","","DISORDERLY CONDUCT","LODGING","MLK","","FIELD IDENTIFICATION CARD"
"6/26/19 14:44","","ALL OTHER OFFENSES","RULE VIOLATION","ZELLERBACH HALL","","CLOSED"
"6/26/19 15:06","19-01681","AGGRAVATED ASSAULTS","SPOUSE BEATING","FENWICK WEAVERS","OCCURRED: 06/24/19, UNKNOWN TIME (FW-37-S) REPORTS SPOUSAL BEATING, FENWICK WEAVERS.","UNDER INVESTIGATION"
"6/26/19 15:14","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE - REPORT","ASUC","","CLOSED"
"6/26/19 15:21","","TRAFFIC STOP","TRAFFIC STOP","HASTE E DANA","","WARNING ISSUED"
"6/26/19 15:29","","WELFARE CHECK","WELFARE CHECK","GAYLEY ROAD","","CLOSED"
"6/26/19 15:54","","WELFARE CHECK","CHECK WELFARE- 911 CALL","MOFFITT LIBRARY","","CLOSED"
"6/26/19 15:55","","HEALTH AND SAFETY CODE VIOLATION","HEALTH AND SAFETY CODE","UNIT-3 PRIESTLY","","CLOSED"
"6/26/19 16:02","","WELFARE CHECK","CHECK WELFARE- 911 CALL","CLEARY HALL","","CLOSED"
"6/26/19 16:11","","ADMINISTRATIVE SERVICE","PRISONER TRANSPORT","COCO COUNTY JAIL","","CLOSED"
"6/26/19 16:43","19-01685","MOTOR VEHICLE THEFT","RECOVERED STOLEN VEHICLE","RED OAK/WEST END WAY","OCCD 6/26/2019 1643 RECOVERED STOLEN VEHICLE, UVA. TOWED TO EAST BAY TOW. NO SUSPECT INFO.","UNDER INVESTIGATION"
"6/26/19 16:50","19-01684","WELFARE CHECK","CHECK WELFARE- 911 CALL","660 KINKEAD WAY","CASE CANCELED","UNDER INVESTIGATION"
"6/26/19 16:58","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LOWER SPROUL PLAZA","","CLOSED"
"6/26/19 17:06","","TRAFFIC STOP","TRAFFIC STOP","HASTE W FULTON","","WARNING ISSUED"
"6/26/19 17:38","19-01683","MEDICAL EVENT","MENTALLY ILL COMMITMENT","TANG CENTER","(FH-27-S) TRANSPORTED FOR PSYCHIATRIC EVALUATION, TANG CENTER TO ABH VIA ROYAL AMBULANCE.","CLOSED"
"6/26/19 21:02","","DISORDERLY CONDUCT","LODGING","MLK","","CLOSED"
"6/26/19 21:13","","PEDESTRIAN STOP","SUSPECT STOP","RED OAK AND RED OAK","","FIELD IDENTIFICATION CARD"
"6/26/19 21:41","","SEX OFFENSES","INDECENT EXPOSURE","MLK","","CLOSED"
"6/26/19 21:53","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","APPARATUS BAY","","CLOSED"
"6/26/19 22:40","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","UNIVERSITY VILLAGE ALBANY","","CLOSED"
"6/26/19 22:56","","TRAFFIC STOP","TRAFFIC STOP","GILLMAN/80 OVERPASS","","CLOSED BY CITATION"
"6/26/19 23:00","19-01686","VANDALISM","MALICIOUS MISCHIEF","ESHLEMAN HALL","OCCD 6/26/2019 2255 (MA-18-S) REPORTS VANDALISM VIA PRY, ESHLEMAN HALL.","UNDER INVESTIGATION"
"6/26/19 23:26","","TRAFFIC STOP","TRAFFIC STOP","DURANT ELLES","","WARNING ISSUED"
"6/27/19 1:04","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","LHS VISTA LOT","","CLOSED"
"6/27/19 1:37","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","2224 PIEDMONT AV","","CLOSED"
"6/27/19 7:00","","SEX OFFENSES","INDECENT EXPOSURE","HAVILAND PATH","","CLOSED"
"6/27/19 7:20","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","1865 EUCLID AV","","CLOSED"
"6/27/19 7:48","","DISORDERLY CONDUCT","LODGING","MEMORIAL STADIUM","","CLOSED"
"6/27/19 8:23","","WELFARE CHECK","CHECK WELFARE- 911 CALL","CKC-4","","CLOSED"
"6/27/19 8:35","19-01688","MISC. SERVICE","CIVIL ADVICE","980 OHLONE","OCCURRED: 06/27/19 0835 HOURS (FW-39-S) AND (MW-36-O) GIVEN CIVIL ADVICE REGARDING FAMILY DISPUTE, UVA-117","UNDER INVESTIGATION"
"6/27/19 9:18","19-01687","MISC. SERVICE","LOST UC KEYS","UNKNOWN","OCCURRED: 06/26/19 (MXA-E) REPORTS THE LOSS OF 2 UC KEYS","UNDER INVESTIGATION"
"6/27/19 10:18","","SEX OFFENSES","INDECENT EXPOSURE","LIFE SCIENCE ADDITION","","CLOSED"
"6/27/19 10:44","","TRAFFIC STOP","TRAFFIC STOP","PIEDMONT HASTE","","WARNING ISSUED"
"6/27/19 11:05","19-01689","MEDICAL EVENT","INJURY OR ILLNESS","UPPER SPROUL PLAZA","OCCURRED: 06/27/19 1105 HOURS (MW-72-O) VICTIM OF INJURY, UPPER SPROUL PLAZA. BFD RESPONDED. TO ABH.","CLOSED"
"6/27/19 11:45","19-01690","MISC. SERVICE","FOUND PROPERTY","MOFFITT LIBRARY","OCCURRED: 06/27/19 1145 HOURS FOUND PROPERTY. TO UCPD FOR SAFEKEEPING","UNDER INVESTIGATION"
"6/27/19 11:51","19-01691","MEDICAL EVENT","INJURY OR ILLNESS","PEOPLES PARK","OCCURRED: 06/27/19 1151 HOURS (MW-38-O) VICTIM OF ILLNESS, PEOPLE`S PARK. BFD RESPONDED AND TRANSPORTED TO ABH.","CLOSED"
"6/27/19 11:56","19-01692","MISC. SERVICE","CIVIL ADVICE","BLACKWELL HALL","OCCURRED: 06/27/19 0927 HOURS (MA-25-S) GIVEN CIVIL REGARDING UNWANTED CONTACT VIA PHONE CALL","UNDER INVESTIGATION"
